AI_Investment_Bn,GenAI_Adoption_%,Cloud_Adoption_%,IoT_Devices_Mn,Cybersecurity_Spend_Bn,Automation_Index,Data_Growth_ZB,R&D_Spend_%GDP,Tech_Market_Growth_%
174.32695285339378,17.150987309914818,69.14410276179854,16647.875966341122,240.11343728174347,0.7636565597110955,171.80673012612894,2.7544994776771716,70.62232038469448
308.22078068366403,42.086524108517914,69.69084127577999,22586.809085101275,173.38829381602937,0.6103413107638603,186.00094893933897,2.83522387522757,74.61778772525885
321.2149950086216,35.491370070870985,68.51376693130186,17270.644796627897,243.09466375395624,0.6630308983371579,183.42052012286692,2.841404311716225,76.33874454789884
275.85254978985193,56.20403402735634,68.01869509259765,17511.03157194569,224.256083390893,0.6103963506611726,189.8802912295198,2.425422131336329,78.32799600531483
268.6186992741365,25.986639799830968,73.86283279599219,18629.87763157124,174.74894554503868,0.7072398118861253,187.30786231181142,2.761957484387228,67.60499161139674
272.80389377658594,58.40904102815212,84.04939635844222,20239.280211539866,209.25330034457346,0.5508442383990715,181.5147865694712,2.9245147405654373,79.49121148768816
282.4041191977632,46.9897206405498,60.72958595239695,19078.63171401924,208.4503282909768,0.6677291469493131,189.2165738503003,1.8051735969176437,72.52561214256309
242.4473791581037,37.991608050451106,68.88290350548536,25163.4915049056,178.23827995177876,0.7422272686052783,214.8833480906996,2.5486207571931634,78.67640364777341
233.77379972153528,30.64658770813319,68.42863687231164,19123.439475728712,217.45774375322503,0.5288516940242891,175.5149904254918,1.75136893798491,67.48731156123793
296.45064467037554,30.32698773783432,71.60981262212988,23679.04238930117,192.31957428099156,0.7564063722607638,199.8806573231877,1.731532817249135,74.24857390858075
251.42901699218856,37.087910253615604,70.01158305895986,20848.36509901344,174.293441088646,0.8882345649578278,180.41247343894258,3.0308892943831958,74.23674984875876
214.35442797020727,49.87230910983066,74.94188216326846,18679.640556282924,233.21924946792885,0.6771538308784987,175.0816540626789,2.7771828412013764,77.38216518704209
226.73776824412172,25.930594731573613,70.41369454374356,20607.64067979999,170.5041024579783,0.6921597248612669,175.1211285055193,2.8403557862780806,69.07740885377814
350.11782467928987,36.50539462610166,76.45100485943267,19772.191719741033,183.79623534234642,0.5731574687794325,181.01396848077002,3.048887956256928,77.81357489794311
337.57465966153484,29.992228882979205,76.57562764883053,20903.66843419471,251.1844071181127,0.6603647616428197,145.33579495421185,2.5209807763078977,71.80908801234128
342.29837189736384,34.19567389820508,76.09744400493182,17124.242533099226,181.1468194721729,0.7312465418735941,165.37349180608817,2.8664978935804726,70.98049993583975
372.311546818785,45.585805137930365,76.11757763960074,17903.289896929233,252.30781495609224,0.7397681280868789,206.87973325788965,2.7208954358463773,81.30939591131772
239.00089374245155,37.29351108559133,58.56848207674877,17406.426188648158,224.74486658257206,0.683462177501857,165.27345801403146,2.350611292012407,64.24122017440689
321.5413628155337,42.6789741802263,73.95659094924895,22217.34543030861,182.11093693530754,0.6722560759851104,201.13671901128498,2.2358282704444417,76.79834140558485
245.5202382321238,37.59238420796951,63.49391207339537,23549.434917440543,219.56895211445476,0.6358329364861011,187.90282087866424,3.0603342774273234,74.8464014172623
234.92592739839114,22.13470707059762,68.69193358543508,17936.042269104633,238.019257560089,0.6757191435195808,167.25141673194656,2.4613191279387814,65.43476673710401
316.26920914782136,13.297821441648072,74.46195541144881,15934.645680370468,245.6354042440758,0.6744221890168448,172.772388825397,2.9166765595423723,71.08812274997827
259.97260287918823,30.90562805991107,75.82922038489038,16072.927730313804,219.01088681325388,0.6535008889723223,144.93975096159977,3.1876471690766444,70.36767470780987
194.00701314922486,51.43265901408858,73.1681525184924,22230.31913780767,206.67863745948915,0.47286553725942254,230.37739370107312,2.4175971877283917,74.07921377499365
236.6733722797979,50.33987620121948,67.84572239235789,17592.533346606222,200.2124211169154,0.639607135961051,165.45141025686158,2.6387627777535805,73.38734061758625
158.04531735508647,32.971684686549594,74.6681660243794,19109.306246154472,199.61959807411972,0.6601969487681449,206.67622611465418,2.803710443554609,67.76095843725054
266.78288089615893,44.824421527492184,87.92965839740276,20482.202718307686,252.16503459839933,0.7035593082796369,176.0842890690765,2.7487301138611366,80.5861788636343
291.605818368847,46.08774244915386,78.67139466627341,21735.350622319427,169.14705640299593,0.6865335375522438,154.83629801898948,2.881215895694903,77.87522662650188
330.4457845226452,49.038496729201114,83.40271952211766,14230.486273198512,229.33887424660605,0.7464235246654495,225.89132655121855,2.892583279547599,85.07414168789062
314.96263143602505,40.13887059530101,71.32501812105909,18518.21216676555,169.1067068055919,0.8358233734716647,193.45514792118598,2.656511882927908,74.83914505525657
350.5015759122579,29.742374863847342,68.33023999556242,19871.389823016547,233.00874444886293,0.9082896274860714,211.85027186622418,2.645308875794333,76.71303040345767
252.2458139649127,60.03859443015436,79.6848360740223,14300.094189594667,201.03017325045036,0.807324099173133,194.50324672111583,2.9500670046296484,80.95689661985786
177.5515937072777,43.631581592547576,91.45899530361616,16275.730593608881,197.8242753560187,0.5927907466815393,182.99352325339788,2.6442853918006883,74.8761538810261
338.44068700743554,38.2679162502113,68.8297268751013,21724.89321668365,209.51484280028927,0.722643658961926,164.176524024909,3.145009353192223,78.16474919426828
206.99761048535078,38.42133615187603,70.30627868793242,15900.621601321045,239.24792761921134,0.7470898197386799,169.37068254409772,2.2418340584409626,71.33321147189304
325.61437364797695,38.515749363234384,83.47759490414828,22705.88413488969,228.90930441047186,0.7761563162684081,147.26162650148353,3.0781958839867807,78.90491249365724
185.78428177541252,47.42805653554877,65.48011129871318,20258.033001815355,211.5139078865139,0.6944456411042371,156.72493367102854,2.6596628434679848,72.12462380453984
