tenure_months,monthly_charges,data_usage_gb,customer_age,is_premium_plan,num_support_calls,contract_length_months,payment_delay_days,target
0.4967141530112327,-0.8617113368160867,0.41015160030399284,1.489912806734945,,1.0,1.8276519822275774,0.5963869395117859,1
-0.13826430117118466,0.709422483830747,0.2372529455608322,2.212543383219523,0.0,2.0,-5.856166154122081,1.6611950329121545,0
0.6476885381006925,1.3795916998675337,0.3756860156230283,0.21932802606479607,0.0,0.0,0.5308518279014252,2.1120016032171476,0
1.5230298564080254,4.831531486010285,0.1970386054481221,1.5112574662151452,1.0,2.0,-1.3900095298017976,0.6268944592604899,0
-0.23415337472333597,2.8348296868006373,2.321932124036366,-2.159612643846381,0.0,1.0,-1.2987098420609808,-0.19339504451867184,0
-0.23413695694918055,-0.0032223536498370287,0.5061480578498503,-0.9103523078208511,0.0,5.0,1.3302471668150897,1.418355603691121,0
1.5792128155073915,2.7290544341264553,0.2814075385413299,-0.6627050131108652,0.0,3.0,-1.6963518555447594,-0.34243973283447127,0
0.7674347291529088,-0.3209559834075484,0.5949463482037872,0.06777447747620746,1.0,1.0,-2.023900728265974,-0.12055611790954535,1
-0.4694743859349521,3.62403658083061,0.3864512724240954,2.5744581615409423,0.0,2.0,-1.6430655158885374,-0.9577738927065043,0
0.5425600435859647,1.2933130222731821,1.3642168872242078,2.245779361333046,0.0,3.0,-1.6982053124792622,1.0091893467626463,0
-0.46341769281246226,1.8595457168912437,3.5480715158700065,-2.192847046264893,0.0,3.0,,-1.1208110278916124,1
-0.46572975357025687,3.988694971313285,0.5763133182441266,-1.9632620887052208,0.0,5.0,1.6466598526880247,1.1949957572895875,0
0.24196227156603412,0.06925464712362506,1.9735216622952034,-0.8541567024665317,0.0,1.0,-0.14489639778128605,1.7666096250250278,1
-1.913280244657798,-0.09567727766948675,0.8343952959304305,-1.2555368046559565,0.0,0.0,-1.0257287639333026,1.7094432262122587,0
-1.7249178325130328,1.1246010104809927,0.17106791533506652,0.6886257189375735,1.0,0.0,0.09277752861851951,-0.3860747046493397,1
-0.5622875292409727,3.5575682765289747,1.1731938473628785,2.416656286587269,0.0,4.0,0.5603922623990889,-0.8045874494315237,0
-1.0128311203344238,-0.27901911321526374,0.720383745362475,2.7737492500355208,0.0,0.0,0.15602071031051312,0.05026035348376401,1
0.3142473325952739,-2.248233397165853,1.0515565513251068,,0.0,1.0,-2.3346098757538094,1.1154345304985744,1
