Annual_Spending,Visit_Frequency,Avg_Order_Value,Loyalty_Score,Promotion_Response,Online_Activity,Customer_Segment
-1.8419426100175822,-2.678341195262548,0.5527502223557119,-0.8342980891817973,-0.8545761803683251,-0.9833964839041649,Budget_Buyer
-0.26130492796591787,0.7623838779521057,0.9590643096125087,-0.768799148609121,0.11238118979669498,-2.047391633189287,Regular_Customer
-1.0264782996307469,1.3706622925666263,1.710759586963047,-0.3075382763470066,-0.1336039376031704,1.0527755169924278,Premium_Customer
-0.21982812445587652,-2.4896342663511044,-1.0835887217062217,-0.09297311708555522,-1.2533911712241548,-1.8549843223225784,Budget_Buyer
0.2515627323617813,-0.32218375845538283,0.029119319962690682,-0.727151123102588,-0.051419554406841914,-0.5007805356358974,Budget_Buyer
1.0231641926092148,1.4242188724276346,1.1295039775046853,-2.1626230388182313,-0.16626889372037837,0.5341117947041144,Premium_Customer
0.5546811201457389,2.1461438043751633,0.7426908530580238,-0.1429395213087722,1.307278597099756,0.7573332122945488,Premium_Customer
-1.1180058267304251,-0.9648479951279645,0.9545372947767484,-1.0317290260954677,0.11947634097571401,-0.8442649133549782,Budget_Buyer
0.3598791334115852,0.6086074703082405,0.531961326348455,-0.9823816646904551,-0.19251622384255335,-1.2350400062860778,Budget_Buyer
-1.1877966996451539,1.0868271423982092,2.5427162531911125,-1.870936450935298,-0.8975666850003668,0.1407720871226621,Budget_Buyer
-1.5220502304623853,1.0515416680557719,2.435741075812864,-1.1857307185355948,-0.01346145458565204,1.0636626719858118,Premium_Customer
-0.8399940079208386,-0.4426182461055199,1.0725100829937058,-1.1555515212141847,-0.6442818174485494,-0.6208072312428072,Budget_Buyer
-1.5537985229118154,1.190831374313689,3.0576943452695606,-2.332565571949809,1.0674169530323996,-2.6909083907318694,Regular_Customer
-0.7172376158792195,0.8722111458511803,2.036871099292965,-1.9441154211624438,-0.9126645756607705,-1.966063742809667,Regular_Customer
-2.584037423124337,-0.12040067199862614,2.167503434468506,-0.2867685170920482,-1.8355464107883155,0.41574646538663074,Premium_Customer
-1.4625836406945545,1.640376701474276,1.523390094845197,0.8692832216093223,0.1696317061856208,0.6694874366518668,Premium_Customer
-3.1009968748292978,-0.9054879831719087,3.29388098120317,-2.2872747243874727,0.12104694988068404,0.14050325356527749,Premium_Customer
-0.6808166021346345,-3.3488790489674063,-1.1407575384137663,-0.05560936575047226,0.5608927226818058,-0.8818461496452176,Budget_Buyer
-0.6418109020810172,0.9980718254048039,1.9270563382500425,-1.5806348359764104,-0.2500146859353622,0.9777288373071674,Premium_Customer
-1.4585845949962923,1.838987132271221,3.2359468648229854,-2.070078043141311,1.869269283216241,-0.25954234209885607,Budget_Buyer
0.16878089134265628,1.845764479635712,0.8343339036482365,-0.0024548327599861475,0.7341807935351355,1.2338066653013677,Premium_Customer
-0.3491616542888031,0.8948970462603358,1.5149347864881892,-1.5510246949250317,0.79114671151253,-2.644311999678635,Regular_Customer
0.6116167129958612,1.9740556530506725,1.4544312369701953,-1.58164783490914,1.087102362015743,2.028613851334492,Premium_Customer
-0.3511946976301409,1.7989973111430493,1.4660999490180455,-0.39721079590907127,0.002238750924302561,1.9193596001071498,Premium_Customer
-0.619793520086414,-0.09812806875366109,1.0642048392917547,-1.1191037572089797,0.004499548768524415,-0.1721018448984789,Budget_Buyer
-0.9711887837327986,1.521372234128424,1.3401216130347926,0.45303783948589205,1.0109592064190316,1.8002473796470215,Premium_Customer
-1.8914156841687761,1.4010005359421953,3.5135110208052773,-2.290158471191775,-0.5582085328318197,0.7462687584018883,Budget_Buyer
-2.435982659736929,0.24829320841027103,2.5999397132791326,-0.9198457960821229,1.409191028599123,0.7557366634792787,Premium_Customer
-0.42111346095653057,0.46896717542873445,0.25000504960208914,0.5493924284949092,0.6814693854093543,-0.4484566897387162,Regular_Customer
-0.1872590754947171,0.8057325505488713,0.6424123820409184,-0.19761343888380856,0.3708071855416861,-0.7437219808002856,Regular_Customer
0.12226934480032137,-1.355893315201107,-0.5221418527429754,-0.4906635619062738,1.1941601825244574,-0.5427904329252801,Budget_Buyer
-2.4185290105439066,1.176938287709571,3.803687908793592,-2.336357487282997,0.5488504258088283,-0.6269792193932537,Budget_Buyer
-0.2982395814702653,0.08119361447183104,0.8159496986993949,-1.0299902642977898,-0.33664660436528576,-1.249629258382144,Budget_Buyer
-0.4553322542281314,-2.276254735490427,-0.48495905225110514,-0.5695347751733122,1.0211015729061081,-0.6356125404164363,Budget_Buyer
0.189987331500314,1.128678966116446,0.9507803333449198,-0.7912235212844854,-0.17729342318990776,2.971337773910519,Premium_Customer
-1.2546183728023683,1.0807220144737968,1.6847065205606402,-0.2882005632735687,0.6951398959043604,-0.6025882988405808,Regular_Customer
-2.2642916860644826,-1.3543969968273557,1.9624756150625267,-1.5039779746055264,0.3875118082723767,0.0813179285482768,Budget_Buyer
-0.34682405904517055,0.5426669127755521,0.719860549892816,-0.3462763065154927,-0.14513761918831034,-0.7483039348301912,Regular_Customer
-1.0499866795741541,1.0693640713685824,2.3809277457501024,-1.759304327886408,-0.503364093250508,0.7628886062416187,Budget_Buyer
0.4231794067696808,2.24987585024274,1.1098773413663827,-0.4807626293505848,-0.5615238572147315,1.4567342406633557,Premium_Customer
1.5407030955439374,2.969191203901076,0.4150407790935229,-0.15060597873533,0.13880045454151024,1.9913136093204011,Premium_Customer
-2.113592019780093,0.9249732221563552,3.1202853049414867,-1.7197367530464187,0.7063884003022237,0.3822320701418429,Regular_Customer
-0.8343159849879539,0.8631713378915742,2.0029646001666688,-1.7052825510385783,0.5041010744808456,-1.6024295840273217,Regular_Customer
-1.9773781118160296,0.23487995120784833,2.8134889226360773,-2.0230800037710015,0.3113927926409304,-0.29264008435898026,Premium_Customer
-1.5859044007850636,0.4049033058972955,2.3063778438602833,-1.4805049984063936,1.3246987049730505,0.42922274237241065,Premium_Customer
-2.4645017240688385,1.31860964596271,3.990080041755343,-2.405101683269746,-0.5569288076849619,0.6811167165795258,Budget_Buyer
0.39441151800259333,2.258750483936481,0.33213441208854666,0.9699090058073414,-0.23437012319486966,1.6645234485090463,Premium_Customer
0.01439768959787191,-2.12612122875728,-1.0702635711135629,-0.13076175735771456,-0.3257257767370883,-2.004754202813212,Budget_Buyer
0.14015749781421083,-1.229829555213164,-0.6060571447756467,-0.3106547341688456,-0.582307127931182,-1.603794619270646,Budget_Buyer
-0.11139853211641326,-3.430055696140972,-1.8401153218060875,0.217687293799816,0.4113958771583612,-2.6058210493018343,Budget_Buyer
-1.4761545441905317,0.934697260867023,2.7787194635422074,-2.0135523909424906,-0.22281569971968226,0.25550051890997305,Budget_Buyer
-2.832372661242576,0.13724121850046644,3.1966292665715543,-1.5054183950874294,1.0358846615535835,1.0767545672470817,Premium_Customer
-0.45741682983674836,-0.21987840273231363,0.8244183793625903,-1.0481095750562106,-0.8614046347829709,-0.4868982971272833,Budget_Buyer
